image,caption,object,syntax
2943384009_c8cf749181.jpg,"A orange , white , and black motorcyclist racing .","motorcycle, racetrack","POS: [('A', 'DET'), ('orange', 'ADJ'), (',', 'PUNCT'), ('white', 'ADJ'), (',', 'PUNCT'), ('and', 'CCONJ'), ('black', 'ADJ'), ('motorcyclist', 'NOUN'), ('racing', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2943384009_c8cf749181.jpg,A professional motor racer in motion .,"motorcycle, racetrack","POS: [('A', 'DET'), ('professional', 'ADJ'), ('motor', 'NOUN'), ('racer', 'NOUN'), ('in', 'ADP'), ('motion', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294353408_d459bdaa68.jpg,A brown and white dog is jumping on the couch next to someone with blue slippers .,"dog, couch, slippers","POS: [('A', 'DET'), ('brown', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('dog', 'NOUN'), ('is', 'AUX'), ('jumping', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('couch', 'NOUN'), ('next', 'ADV'), ('to', 'ADP'), ('someone', 'PRON'), ('with', 'ADP'), ('blue', 'ADJ'), ('slippers', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294353408_d459bdaa68.jpg,A dog jumps toward a couch,"dog, couch, slippers","POS: [('A', 'DET'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('toward', 'ADP'), ('a', 'DET'), ('couch', 'NOUN')], Entities: []"
294353408_d459bdaa68.jpg,A jack Russell terrier is jumping onto an orange sofa .,"dog, couch, slippers","POS: [('A', 'DET'), ('jack', 'NOUN'), ('Russell', 'PROPN'), ('terrier', 'NOUN'), ('is', 'AUX'), ('jumping', 'VERB'), ('onto', 'ADP'), ('an', 'DET'), ('orange', 'ADJ'), ('sofa', 'NOUN'), ('.', 'PUNCT')], Entities: [('jack', 'I-PER'), ('Russell', 'I-PER')]"
294353408_d459bdaa68.jpg,A little dog attempts to jump on an orange couch .,"dog, couch, slippers","POS: [('A', 'DET'), ('little', 'ADJ'), ('dog', 'NOUN'), ('attempts', 'VERB'), ('to', 'PART'), ('jump', 'VERB'), ('on', 'ADP'), ('an', 'DET'), ('orange', 'ADJ'), ('couch', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294353408_d459bdaa68.jpg,the dog is jumping on to the couch,"dog, couch, slippers","POS: [('the', 'DET'), ('dog', 'NOUN'), ('is', 'AUX'), ('jumping', 'VERB'), ('on', 'ADP'), ('to', 'ADP'), ('the', 'DET'), ('couch', 'NOUN')], Entities: []"
2944025729_5aecda30ee.jpg,A BMX biker flies in the air off of a ramp .,"BMX, biker, air, ramp","POS: [('A', 'DET'), ('BMX', 'NOUN'), ('biker', 'NOUN'), ('flies', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('off', 'ADP'), ('of', 'ADP'), ('a', 'DET'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: [('B', 'I-MISC'), ('##MX', 'I-MISC')]"
2944025729_5aecda30ee.jpg,A bmx rider rides up a jump and into the air .,"BMX, biker, air, ramp","POS: [('A', 'DET'), ('bmx', 'NOUN'), ('rider', 'NOUN'), ('rides', 'VERB'), ('up', 'ADP'), ('a', 'DET'), ('jump', 'NOUN'), ('and', 'CCONJ'), ('into', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944025729_5aecda30ee.jpg,A boy on a bike descends a half pipe .,"BMX, biker, air, ramp","POS: [('A', 'DET'), ('boy', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('bike', 'NOUN'), ('descends', 'VERB'), ('a', 'DET'), ('half', 'NOUN'), ('pipe', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944025729_5aecda30ee.jpg,A man is riding his bicycle up in the air off of a ramp .,"BMX, biker, air, ramp","POS: [('A', 'DET'), ('man', 'NOUN'), ('is', 'AUX'), ('riding', 'VERB'), ('his', 'PRON'), ('bicycle', 'NOUN'), ('up', 'ADP'), ('in', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('off', 'ADP'), ('of', 'ADP'), ('a', 'DET'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944025729_5aecda30ee.jpg,Bicycle rider airborne on a ramp .,"BMX, biker, air, ramp","POS: [('Bicycle', 'NOUN'), ('rider', 'NOUN'), ('airborne', 'ADJ'), ('on', 'ADP'), ('a', 'DET'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944193661_7b255af9cc.jpg,A man asleep on a yellow striped bench with his feet on a baggage cart .,"man, bench, feet, baggage, cart","POS: [('A', 'DET'), ('man', 'NOUN'), ('asleep', 'ADJ'), ('on', 'ADP'), ('a', 'DET'), ('yellow', 'ADJ'), ('striped', 'ADJ'), ('bench', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('feet', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('baggage', 'NOUN'), ('cart', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944193661_7b255af9cc.jpg,A man in a sweatshirt and blue jeans is taking a nap on a bench .,"man, bench, feet, baggage, cart","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('sweatshirt', 'NOUN'), ('and', 'CCONJ'), ('blue', 'ADJ'), ('jeans', 'NOUN'), ('is', 'AUX'), ('taking', 'VERB'), ('a', 'DET'), ('nap', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('bench', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944193661_7b255af9cc.jpg,A man in jeans resting on a striped bench with his feet on a luggage cart,"man, bench, feet, baggage, cart","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('jeans', 'NOUN'), ('resting', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('striped', 'ADJ'), ('bench', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('feet', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('luggage', 'NOUN'), ('cart', 'NOUN')], Entities: []"
2944193661_7b255af9cc.jpg,A man is asleep on a bench in the subway .,"man, bench, feet, baggage, cart","POS: [('A', 'DET'), ('man', 'NOUN'), ('is', 'AUX'), ('asleep', 'ADJ'), ('on', 'ADP'), ('a', 'DET'), ('bench', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('subway', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944193661_7b255af9cc.jpg,A man sleeping on a bench in a subway station .,"man, bench, feet, baggage, cart","POS: [('A', 'DET'), ('man', 'NOUN'), ('sleeping', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('bench', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('subway', 'NOUN'), ('station', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944362789_aebbc22db4.jpg,A man going skating down a slide while two kids look on .,"man, slide, kids","POS: [('A', 'DET'), ('man', 'NOUN'), ('going', 'AUX'), ('skating', 'VERB'), ('down', 'ADP'), ('a', 'DET'), ('slide', 'NOUN'), ('while', 'SCONJ'), ('two', 'NUM'), ('kids', 'NOUN'), ('look', 'VERB'), ('on', 'ADP'), ('.', 'PUNCT')], Entities: []"
2944362789_aebbc22db4.jpg,"A skateboarder in the air at a big , outdoor ramp .","man, slide, kids","POS: [('A', 'DET'), ('skateboarder', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('at', 'ADP'), ('a', 'DET'), ('big', 'ADJ'), (',', 'PUNCT'), ('outdoor', 'ADJ'), ('ramp', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944362789_aebbc22db4.jpg,A skateboarder is skating down a very steep ramp in a skate park .,"man, slide, kids","POS: [('A', 'DET'), ('skateboarder', 'NOUN'), ('is', 'AUX'), ('skating', 'VERB'), ('down', 'ADP'), ('a', 'DET'), ('very', 'ADV'), ('steep', 'ADJ'), ('ramp', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('skate', 'ADJ'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944362789_aebbc22db4.jpg,Kids play on a skateboarding ramp in front of some trees .,"man, slide, kids","POS: [('Kids', 'NOUN'), ('play', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('skateboarding', 'VERB'), ('ramp', 'NOUN'), ('in', 'ADP'), ('front', 'NOUN'), ('of', 'ADP'), ('some', 'DET'), ('trees', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944362789_aebbc22db4.jpg,Two young males watch another male skateboarding at a skate park .,"man, slide, kids","POS: [('Two', 'NUM'), ('young', 'ADJ'), ('males', 'NOUN'), ('watch', 'VERB'), ('another', 'DET'), ('male', 'NOUN'), ('skateboarding', 'VERB'), ('at', 'ADP'), ('a', 'DET'), ('skate', 'ADJ'), ('park', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944836001_b38b516286.jpg,A black dog leaps for a ball held by a man .,"dog, leaps, ball, man","POS: [('A', 'DET'), ('black', 'ADJ'), ('dog', 'NOUN'), ('leaps', 'NOUN'), ('for', 'ADP'), ('a', 'DET'), ('ball', 'NOUN'), ('held', 'VERB'), ('by', 'ADP'), ('a', 'DET'), ('man', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944836001_b38b516286.jpg,A man is playing with a black and white dog .,"dog, leaps, ball, man","POS: [('A', 'DET'), ('man', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('dog', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944836001_b38b516286.jpg,A man wearing glasses and his black and white dog wearing a black collar are playing with a tennis ball .,"dog, leaps, ball, man","POS: [('A', 'DET'), ('man', 'NOUN'), ('wearing', 'VERB'), ('glasses', 'NOUN'), ('and', 'CCONJ'), ('his', 'PRON'), ('black', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('dog', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('black', 'ADJ'), ('collar', 'NOUN'), ('are', 'AUX'), ('playing', 'VERB'), ('with', 'ADP'), ('a', 'DET'), ('tennis', 'NOUN'), ('ball', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944836001_b38b516286.jpg,Man holding a ball while a dog jumps up for it,"dog, leaps, ball, man","POS: [('Man', 'NOUN'), ('holding', 'VERB'), ('a', 'DET'), ('ball', 'NOUN'), ('while', 'SCONJ'), ('a', 'DET'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('up', 'ADP'), ('for', 'ADP'), ('it', 'PRON')], Entities: []"
2944836001_b38b516286.jpg,Man with dog who is jumping to catch tennis ball .,"dog, leaps, ball, man","POS: [('Man', 'NOUN'), ('with', 'ADP'), ('dog', 'NOUN'), ('who', 'PRON'), ('is', 'AUX'), ('jumping', 'VERB'), ('to', 'PART'), ('catch', 'VERB'), ('tennis', 'NOUN'), ('ball', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944952557_8484f0da8f.jpg,A girl in a blue and white uniform tags someone in a black and red uniform .,"girl, uniform","POS: [('A', 'DET'), ('girl', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('blue', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('uniform', 'ADJ'), ('tags', 'VERB'), ('someone', 'PRON'), ('in', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('and', 'CCONJ'), ('red', 'ADJ'), ('uniform', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944952557_8484f0da8f.jpg,A girl is catching a baseball before an opponent touches base .,"girl, uniform","POS: [('A', 'DET'), ('girl', 'NOUN'), ('is', 'AUX'), ('catching', 'VERB'), ('a', 'DET'), ('baseball', 'NOUN'), ('before', 'SCONJ'), ('an', 'DET'), ('opponent', 'NOUN'), ('touches', 'VERB'), ('base', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944952557_8484f0da8f.jpg,A woman in blue has a yellow ball in her mitt .,"girl, uniform","POS: [('A', 'DET'), ('woman', 'NOUN'), ('in', 'ADP'), ('blue', 'ADJ'), ('has', 'VERB'), ('a', 'DET'), ('yellow', 'ADJ'), ('ball', 'NOUN'), ('in', 'ADP'), ('her', 'PRON'), ('mitt', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944952557_8484f0da8f.jpg,Girl in blue tries to get a base runner number 11 out during softball game .,"girl, uniform","POS: [('Girl', 'NOUN'), ('in', 'ADP'), ('blue', 'ADJ'), ('tries', 'NOUN'), ('to', 'PART'), ('get', 'VERB'), ('a', 'DET'), ('base', 'ADJ'), ('runner', 'NOUN'), ('number', 'NOUN'), ('11', 'NUM'), ('out', 'ADP'), ('during', 'ADP'), ('softball', 'NOUN'), ('game', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2944952557_8484f0da8f.jpg,Two people playing ball on a field .,"girl, uniform","POS: [('Two', 'NUM'), ('people', 'NOUN'), ('playing', 'VERB'), ('ball', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('field', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2945036454_280fa5b29f.jpg,A dog is jumping in the air trying to catch a red Frisbee .,"dog, air, Frisbee","POS: [('A', 'DET'), ('dog', 'NOUN'), ('is', 'AUX'), ('jumping', 'VERB'), ('in', 'ADP'), ('the', 'DET'), ('air', 'NOUN'), ('trying', 'VERB'), ('to', 'PART'), ('catch', 'VERB'), ('a', 'DET'), ('red', 'ADJ'), ('Frisbee', 'PROPN'), ('.', 'PUNCT')], Entities: [('Fr', 'I-MISC'), ('##is', 'I-MISC')]"
2945036454_280fa5b29f.jpg,A dog jumps to catch an orange Frisbee .,"dog, air, Frisbee","POS: [('A', 'DET'), ('dog', 'NOUN'), ('jumps', 'VERB'), ('to', 'PART'), ('catch', 'VERB'), ('an', 'DET'), ('orange', 'NOUN'), ('Frisbee', 'PROPN'), ('.', 'PUNCT')], Entities: [('Fr', 'I-MISC'), ('##is', 'I-MISC')]"
2945036454_280fa5b29f.jpg,A yellow dog chases a red Frisbee next to a black pot .,"dog, air, Frisbee","POS: [('A', 'DET'), ('yellow', 'ADJ'), ('dog', 'NOUN'), ('chases', 'VERB'), ('a', 'DET'), ('red', 'ADJ'), ('Frisbee', 'PROPN'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('black', 'ADJ'), ('pot', 'NOUN'), ('.', 'PUNCT')], Entities: [('Fr', 'I-MISC'), ('##is', 'I-MISC')]"
2945036454_280fa5b29f.jpg,Grayish dog is playing Frisbee in the yard .,"dog, air, Frisbee","POS: [('Grayish', 'ADJ'), ('dog', 'NOUN'), ('is', 'AUX'), ('playing', 'VERB'), ('Frisbee', 'PROPN'), ('in', 'ADP'), ('the', 'DET'), ('yard', 'NOUN'), ('.', 'PUNCT')], Entities: [('Fr', 'I-MISC'), ('##is', 'I-MISC')]"
2945036454_280fa5b29f.jpg,The yellow dog is trying to catch a red Frisbee .,"dog, air, Frisbee","POS: [('The', 'DET'), ('yellow', 'ADJ'), ('dog', 'NOUN'), ('is', 'AUX'), ('trying', 'VERB'), ('to', 'PART'), ('catch', 'VERB'), ('a', 'DET'), ('red', 'ADJ'), ('Frisbee', 'PROPN'), ('.', 'PUNCT')], Entities: [('Fr', 'I-MISC'), ('##is', 'I-MISC')]"
294549892_babb130543.jpg,2 People with white hats looking over the mountain,"People, hats, mountain","POS: [('2', 'NUM'), ('People', 'NOUN'), ('with', 'ADP'), ('white', 'ADJ'), ('hats', 'NOUN'), ('looking', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('mountain', 'NOUN')], Entities: []"
294549892_babb130543.jpg,A group of people sit at the top of a cliff and look over the side .,"People, hats, mountain","POS: [('A', 'DET'), ('group', 'NOUN'), ('of', 'ADP'), ('people', 'NOUN'), ('sit', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('top', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('cliff', 'NOUN'), ('and', 'CCONJ'), ('look', 'VERB'), ('over', 'ADP'), ('the', 'DET'), ('side', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294549892_babb130543.jpg,"Three hikers are sitting on a mountainside looking at the view , one using a pair of binoculars .","People, hats, mountain","POS: [('Three', 'NUM'), ('hikers', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('mountainside', 'NOUN'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('view', 'NOUN'), (',', 'PUNCT'), ('one', 'NUM'), ('using', 'VERB'), ('a', 'DET'), ('pair', 'NOUN'), ('of', 'ADP'), ('binoculars', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294549892_babb130543.jpg,Three men sitting on a hill looking at the mountains and sky .,"People, hats, mountain","POS: [('Three', 'NUM'), ('men', 'NOUN'), ('sitting', 'VERB'), ('on', 'ADP'), ('a', 'DET'), ('hill', 'NOUN'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('mountains', 'NOUN'), ('and', 'CCONJ'), ('sky', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294549892_babb130543.jpg,Three people sit and look at mountains .,"People, hats, mountain","POS: [('Three', 'NUM'), ('people', 'NOUN'), ('sit', 'VERB'), ('and', 'CCONJ'), ('look', 'VERB'), ('at', 'ADP'), ('mountains', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2946016853_ceca4f5a07.jpg,"A dog rounds a corner with his tail up , after exiting a yellow and orange tube .","dog, corner, tail, orange, tube","POS: [('A', 'DET'), ('dog', 'NOUN'), ('rounds', 'VERB'), ('a', 'DET'), ('corner', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('tail', 'NOUN'), ('up', 'ADP'), (',', 'PUNCT'), ('after', 'ADP'), ('exiting', 'VERB'), ('a', 'DET'), ('yellow', 'ADJ'), ('and', 'CCONJ'), ('orange', 'NOUN'), ('tube', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2946016853_ceca4f5a07.jpg,a husky dog running through a yellow tunnel at an obstacle course .,"dog, corner, tail, orange, tube","POS: [('a', 'DET'), ('husky', 'ADJ'), ('dog', 'NOUN'), ('running', 'VERB'), ('through', 'ADP'), ('a', 'DET'), ('yellow', 'ADJ'), ('tunnel', 'NOUN'), ('at', 'ADP'), ('an', 'DET'), ('obstacle', 'NOUN'), ('course', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2946016853_ceca4f5a07.jpg,A large white and grey dog runs through a yellow tunnel in an obstacle course .,"dog, corner, tail, orange, tube","POS: [('A', 'DET'), ('large', 'ADJ'), ('white', 'ADJ'), ('and', 'CCONJ'), ('grey', 'ADJ'), ('dog', 'NOUN'), ('runs', 'VERB'), ('through', 'ADP'), ('a', 'DET'), ('yellow', 'ADJ'), ('tunnel', 'NOUN'), ('in', 'ADP'), ('an', 'DET'), ('obstacle', 'NOUN'), ('course', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2946016853_ceca4f5a07.jpg,A white and black dog is running out of a yellow and orange tube .,"dog, corner, tail, orange, tube","POS: [('A', 'DET'), ('white', 'ADJ'), ('and', 'CCONJ'), ('black', 'ADJ'), ('dog', 'NOUN'), ('is', 'AUX'), ('running', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('a', 'DET'), ('yellow', 'ADJ'), ('and', 'CCONJ'), ('orange', 'NOUN'), ('tube', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2946016853_ceca4f5a07.jpg,A white and black dog rushes out of an orange tunnel .,"dog, corner, tail, orange, tube","POS: [('A', 'DET'), ('white', 'ADJ'), ('and', 'CCONJ'), ('black', 'ADJ'), ('dog', 'NOUN'), ('rushes', 'VERB'), ('out', 'ADP'), ('of', 'ADP'), ('an', 'DET'), ('orange', 'ADJ'), ('tunnel', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294709836_87126898fb.jpg,A closeup of a white bunny .,"closeup, bunny","POS: [('A', 'DET'), ('closeup', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('bunny', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294709836_87126898fb.jpg,Closeup of a white bunny with another white bunny and black horse in the background .,"closeup, bunny","POS: [('Closeup', 'PROPN'), ('of', 'ADP'), ('a', 'DET'), ('white', 'ADJ'), ('bunny', 'NOUN'), ('with', 'ADP'), ('another', 'DET'), ('white', 'ADJ'), ('bunny', 'NOUN'), ('and', 'CCONJ'), ('black', 'ADJ'), ('horse', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('background', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294709836_87126898fb.jpg,"Rabbit rests on grass , another rabbit and fenced horse in background .","closeup, bunny","POS: [('Rabbit', 'NOUN'), ('rests', 'NOUN'), ('on', 'ADP'), ('grass', 'NOUN'), (',', 'PUNCT'), ('another', 'DET'), ('rabbit', 'NOUN'), ('and', 'CCONJ'), ('fenced', 'VERB'), ('horse', 'NOUN'), ('in', 'ADP'), ('background', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294709836_87126898fb.jpg,Two white bunnies are outside on the grass .,"closeup, bunny","POS: [('Two', 'NUM'), ('white', 'ADJ'), ('bunnies', 'NOUN'), ('are', 'AUX'), ('outside', 'ADV'), ('on', 'ADP'), ('the', 'DET'), ('grass', 'NOUN'), ('.', 'PUNCT')], Entities: []"
294709836_87126898fb.jpg,Two white rabbits sit on the green grass .,"closeup, bunny","POS: [('Two', 'NUM'), ('white', 'ADJ'), ('rabbits', 'NOUN'), ('sit', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('green', 'ADJ'), ('grass', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947172114_b591f84163.jpg,A group of little boys play football in uniforms .,"group, boys, football, uniforms","POS: [('A', 'DET'), ('group', 'NOUN'), ('of', 'ADP'), ('little', 'ADJ'), ('boys', 'NOUN'), ('play', 'VERB'), ('football', 'NOUN'), ('in', 'ADP'), ('uniforms', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947172114_b591f84163.jpg,"Children in uniforms , pads and halmets play football","group, boys, football, uniforms","POS: [('Children', 'NOUN'), ('in', 'ADP'), ('uniforms', 'NOUN'), (',', 'PUNCT'), ('pads', 'NOUN'), ('and', 'CCONJ'), ('halmets', 'NOUN'), ('play', 'VERB'), ('football', 'NOUN')], Entities: []"
2947172114_b591f84163.jpg,"Four children , in uniforms of two different teams , are playing football .","group, boys, football, uniforms","POS: [('Four', 'NUM'), ('children', 'NOUN'), (',', 'PUNCT'), ('in', 'ADP'), ('uniforms', 'NOUN'), ('of', 'ADP'), ('two', 'NUM'), ('different', 'ADJ'), ('teams', 'NOUN'), (',', 'PUNCT'), ('are', 'AUX'), ('playing', 'VERB'), ('football', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947172114_b591f84163.jpg,Four young boys dressed in uniform play football .,"group, boys, football, uniforms","POS: [('Four', 'NUM'), ('young', 'ADJ'), ('boys', 'NOUN'), ('dressed', 'VERB'), ('in', 'ADP'), ('uniform', 'ADJ'), ('play', 'VERB'), ('football', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947172114_b591f84163.jpg,Two boys ' football teams compete on the field .,"group, boys, football, uniforms","POS: [('Two', 'NUM'), ('boys', 'NOUN'), (""'"", 'PART'), ('football', 'NOUN'), ('teams', 'NOUN'), ('compete', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('field', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947274789_a1a35b33c3.jpg,a man in a green shirt and cap puts his hands on a table as he stands next to man wearing headphones around his neck .,"man, shirt, cap, hands, table, man, headphones, neck","POS: [('a', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('green', 'ADJ'), ('shirt', 'NOUN'), ('and', 'CCONJ'), ('cap', 'NOUN'), ('puts', 'VERB'), ('his', 'PRON'), ('hands', 'NOUN'), ('on', 'ADP'), ('a', 'DET'), ('table', 'NOUN'), ('as', 'SCONJ'), ('he', 'PRON'), ('stands', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('man', 'NOUN'), ('wearing', 'VERB'), ('headphones', 'NOUN'), ('around', 'ADP'), ('his', 'PRON'), ('neck', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947274789_a1a35b33c3.jpg,A man wearing a white shirt is sitting next to a man wearing a green shirt .,"man, shirt, cap, hands, table, man, headphones, neck","POS: [('A', 'DET'), ('man', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('white', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('sitting', 'VERB'), ('next', 'ADV'), ('to', 'ADP'), ('a', 'DET'), ('man', 'NOUN'), ('wearing', 'VERB'), ('a', 'DET'), ('green', 'ADJ'), ('shirt', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947274789_a1a35b33c3.jpg,One man has his hands outstretched while another has headphones around his neck .,"man, shirt, cap, hands, table, man, headphones, neck","POS: [('One', 'NUM'), ('man', 'NOUN'), ('has', 'VERB'), ('his', 'PRON'), ('hands', 'NOUN'), ('outstretched', 'VERB'), ('while', 'SCONJ'), ('another', 'PRON'), ('has', 'VERB'), ('headphones', 'NOUN'), ('around', 'ADP'), ('his', 'PRON'), ('neck', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947274789_a1a35b33c3.jpg,There is a guy with headphones around his neck next to a guy in a hat looking off screen .,"man, shirt, cap, hands, table, man, headphones, neck","POS: [('There', 'PRON'), ('is', 'VERB'), ('a', 'DET'), ('guy', 'NOUN'), ('with', 'ADP'), ('headphones', 'NOUN'), ('around', 'ADP'), ('his', 'PRON'), ('neck', 'NOUN'), ('next', 'ADJ'), ('to', 'ADP'), ('a', 'DET'), ('guy', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('hat', 'NOUN'), ('looking', 'VERB'), ('off', 'ADP'), ('screen', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947274789_a1a35b33c3.jpg,"Two men are sitting indoors , one of them has headphones .","man, shirt, cap, hands, table, man, headphones, neck","POS: [('Two', 'NUM'), ('men', 'NOUN'), ('are', 'AUX'), ('sitting', 'VERB'), ('indoors', 'NOUN'), (',', 'PUNCT'), ('one', 'NUM'), ('of', 'ADP'), ('them', 'PRON'), ('has', 'VERB'), ('headphones', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947452329_08f2d2a467.jpg,A man in a blue shirt is running in a stadium field .,"man, shirt, stadium, field","POS: [('A', 'DET'), ('man', 'NOUN'), ('in', 'ADP'), ('a', 'DET'), ('blue', 'ADJ'), ('shirt', 'NOUN'), ('is', 'AUX'), ('running', 'VERB'), ('in', 'ADP'), ('a', 'DET'), ('stadium', 'NOUN'), ('field', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947452329_08f2d2a467.jpg,"a soccer player in blue , runs .","man, shirt, stadium, field","POS: [('a', 'DET'), ('soccer', 'NOUN'), ('player', 'NOUN'), ('in', 'ADP'), ('blue', 'ADJ'), (',', 'PUNCT'), ('runs', 'NOUN'), ('.', 'PUNCT')], Entities: []"
2947452329_08f2d2a467.jpg,Man in blue and white shorts playing a sport .,"man, shirt, stadium, field","POS: [('Man', 'NOUN'), ('in', 'ADP'), ('blue', 'ADJ'), ('and', 'CCONJ'), ('white', 'ADJ'), ('shorts', 'NOUN'), ('playing', 'VERB'), ('a', 'DET'), ('sport', 'NOUN'), ('.', 'PUNCT')], Entities: []"
